town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,transaction_year,transaction_month_num,remaining_lease_years,age_of_flat_at_transaction,price_per_sqm
pasir ris,executive,418,pasir ris dr 6,04 to 06,149.0,maisonette,1989,67 years 06 months,680000.0,2020,10,67,31,4563.758389261745
pasir ris,executive,129,pasir ris st 11,07 to 09,151.0,maisonette,1988,67 years 01 month,618000.0,2020,10,67,32,4092.7152317880796
pasir ris,executive,108,pasir ris st 12,10 to 12,146.0,maisonette,1988,67 years,668000.0,2020,10,67,32,4575.342465753424
pasir ris,executive,239,pasir ris st 21,01 to 03,147.0,apartment,1993,71 years 10 months,520000.0,2020,10,71,27,3537.4149659863947
pasir ris,executive,203,pasir ris st 21,04 to 06,146.0,apartment,1993,72 years,575000.0,2020,10,72,27,3938.3561643835615
pasir ris,executive,217,pasir ris st 21,01 to 03,147.0,apartment,1993,71 years 10 months,538000.0,2020,10,71,27,3659.8639455782313
pasir ris,executive,224,pasir ris st 21,07 to 09,148.0,apartment,1993,71 years 09 months,590000.0,2020,10,71,27,3986.4864864864867
pasir ris,executive,248,pasir ris st 21,10 to 12,148.0,apartment,1993,71 years 10 months,555000.0,2020,10,71,27,3750.0
pasir ris,executive,245,pasir ris st 21,10 to 12,146.0,apartment,1993,71 years 09 months,595000.0,2020,10,71,27,4075.3424657534247
pasir ris,executive,266,pasir ris st 21,04 to 06,143.0,apartment,1994,73 years,560000.0,2020,10,73,26,3916.083916083916
pasir ris,executive,221,pasir ris st 21,04 to 06,149.0,apartment,1993,71 years 09 months,525000.0,2020,10,71,27,3523.489932885906
pasir ris,executive,220,pasir ris st 21,10 to 12,152.0,apartment,1993,71 years 09 months,615000.0,2020,10,71,27,4046.0526315789475
pasir ris,executive,250,pasir ris st 21,10 to 12,145.0,apartment,1993,71 years 09 months,590000.0,2020,10,71,27,4068.9655172413795
pasir ris,executive,464,pasir ris st 41,04 to 06,148.0,maisonette,1992,71 years 03 months,655000.0,2020,10,71,28,4425.675675675676
pasir ris,executive,463,pasir ris st 41,07 to 09,146.0,apartment,1992,71 years 03 months,570000.0,2020,10,71,28,3904.109589041096
pasir ris,executive,463,pasir ris st 41,04 to 06,146.0,apartment,1992,71 years 02 months,615000.0,2020,10,71,28,4212.328767123287
pasir ris,executive,543,pasir ris st 51,04 to 06,144.0,apartment,1992,71 years 03 months,660000.0,2020,10,71,28,4583.333333333333
pasir ris,executive,537,pasir ris st 51,04 to 06,149.0,maisonette,1992,71 years 02 months,715000.0,2020,10,71,28,4798.657718120805
pasir ris,executive,542,pasir ris st 51,01 to 03,147.0,maisonette,1992,71 years 02 months,685000.0,2020,10,71,28,4659.863945578231
pasir ris,executive,714,pasir ris st 72,13 to 15,146.0,apartment,1996,74 years 09 months,645000.0,2020,10,74,24,4417.808219178082
pasir ris,executive,713,pasir ris st 72,10 to 12,143.0,apartment,1996,74 years 08 months,630000.0,2020,10,74,24,4405.5944055944055
pasir ris,executive,710,pasir ris st 72,07 to 09,146.0,apartment,1996,74 years 08 months,570000.0,2020,10,74,24,3904.109589041096
pasir ris,executive,644,pasir ris dr 10,10 to 12,149.0,apartment,1995,73 years 11 months,610000.0,2020,11,73,25,4093.959731543624
pasir ris,executive,457,pasir ris dr 4,07 to 09,147.0,apartment,1992,71 years 02 months,615000.0,2020,11,71,28,4183.673469387755
pasir ris,executive,448,pasir ris dr 6,01 to 03,146.0,maisonette,1989,68 years 02 months,675000.0,2020,11,68,31,4623.287671232877
pasir ris,executive,418,pasir ris dr 6,07 to 09,149.0,maisonette,1989,67 years 06 months,730000.0,2020,11,67,31,4899.3288590604025
pasir ris,executive,129,pasir ris st 11,01 to 03,151.0,maisonette,1988,67 years 01 month,570000.0,2020,11,67,32,3774.8344370860927
pasir ris,executive,246,pasir ris st 21,07 to 09,149.0,apartment,1993,71 years 09 months,580000.0,2020,11,71,27,3892.6174496644294
pasir ris,executive,269,pasir ris st 21,04 to 06,145.0,apartment,1994,73 years,605000.0,2020,11,73,26,4172.413793103448
pasir ris,executive,247,pasir ris st 21,10 to 12,150.0,apartment,1993,71 years 08 months,610888.0,2020,11,71,27,4072.5866666666666
pasir ris,executive,250,pasir ris st 21,10 to 12,145.0,apartment,1993,71 years 08 months,580000.0,2020,11,71,27,4000.0
pasir ris,executive,268,pasir ris st 21,01 to 03,146.0,apartment,1994,72 years 11 months,545000.0,2020,11,72,26,3732.876712328767
pasir ris,executive,464,pasir ris st 41,07 to 09,147.0,apartment,1992,71 years 02 months,635000.0,2020,11,71,28,4319.727891156463
pasir ris,executive,537,pasir ris st 51,01 to 03,148.0,maisonette,1992,71 years 02 months,710000.0,2020,11,71,28,4797.2972972972975
pasir ris,executive,550,pasir ris st 51,10 to 12,144.0,apartment,1992,71 years 02 months,670000.0,2020,11,71,28,4652.777777777777
pasir ris,executive,541,pasir ris st 51,13 to 15,144.0,apartment,1992,71 years 02 months,750000.0,2020,11,71,28,5208.333333333333
pasir ris,executive,548,pasir ris st 51,07 to 09,144.0,apartment,1992,71 years 02 months,698000.0,2020,11,71,28,4847.222222222223
pasir ris,executive,544,pasir ris st 51,04 to 06,143.0,apartment,1992,70 years 11 months,630000.0,2020,11,70,28,4405.5944055944055
pasir ris,executive,503,pasir ris st 52,07 to 09,146.0,apartment,1993,72 years 01 month,645000.0,2020,11,72,27,4417.808219178082
pasir ris,executive,578,pasir ris st 53,10 to 12,148.0,apartment,1995,74 years,785000.0,2020,11,74,25,5304.054054054054
pasir ris,executive,582,pasir ris st 53,01 to 03,148.0,apartment,1995,74 years,685000.0,2020,11,74,25,4628.378378378378
pasir ris,executive,782,pasir ris st 71,01 to 03,144.0,apartment,1996,74 years 10 months,640000.0,2020,11,74,24,4444.444444444444
pasir ris,executive,710,pasir ris st 72,07 to 09,145.0,maisonette,1996,74 years 08 months,640000.0,2020,11,74,24,4413.793103448276
pasir ris,executive,710,pasir ris st 72,04 to 06,148.0,apartment,1996,74 years 08 months,630000.0,2020,11,74,24,4256.756756756757
pasir ris,executive,606,elias rd,07 to 09,149.0,apartment,1995,73 years 04 months,718000.0,2020,12,73,25,4818.791946308725
pasir ris,executive,531,pasir ris dr 1,01 to 03,148.0,maisonette,1992,70 years 11 months,730000.0,2020,12,70,28,4932.4324324324325
pasir ris,executive,643,pasir ris dr 10,10 to 12,145.0,apartment,1995,73 years 09 months,620000.0,2020,12,73,25,4275.862068965517
pasir ris,executive,647,pasir ris dr 10,10 to 12,149.0,apartment,1995,73 years 09 months,688000.0,2020,12,73,25,4617.4496644295305
pasir ris,executive,649,pasir ris dr 10,07 to 09,145.0,apartment,1995,73 years 09 months,608000.0,2020,12,73,25,4193.103448275862
pasir ris,executive,649,pasir ris dr 10,04 to 06,146.0,apartment,1995,73 years 09 months,610000.0,2020,12,73,25,4178.082191780822
pasir ris,executive,449,pasir ris dr 6,01 to 03,147.0,maisonette,1989,67 years 11 months,715000.0,2020,12,67,31,4863.9455782312925
pasir ris,executive,155,pasir ris st 13,01 to 03,151.0,apartment,1995,73 years 03 months,550000.0,2020,12,73,25,3642.384105960265
pasir ris,executive,153,pasir ris st 13,01 to 03,146.0,apartment,1995,73 years 02 months,548000.0,2020,12,73,25,3753.4246575342468
pasir ris,executive,220,pasir ris st 21,07 to 09,152.0,apartment,1993,71 years 08 months,580000.0,2020,12,71,27,3815.7894736842104
pasir ris,executive,208,pasir ris st 21,04 to 06,147.0,apartment,1993,71 years 10 months,588000.0,2020,12,71,27,4000.0
pasir ris,executive,546,pasir ris st 51,04 to 06,143.0,apartment,1992,70 years 11 months,643000.0,2020,12,70,28,4496.5034965034965
pasir ris,executive,541,pasir ris st 51,01 to 03,145.0,apartment,1992,70 years 11 months,690000.0,2020,12,70,28,4758.620689655172
pasir ris,executive,544,pasir ris st 51,01 to 03,143.0,apartment,1992,71 years,635000.0,2020,12,71,28,4440.55944055944
pasir ris,executive,543,pasir ris st 51,10 to 12,143.0,apartment,1992,71 years,750000.0,2020,12,71,28,5244.755244755244
pasir ris,executive,510,pasir ris st 52,16 to 18,146.0,apartment,1993,71 years 10 months,755000.0,2020,12,71,27,5171.232876712329
pasir ris,executive,500,pasir ris st 52,01 to 03,146.0,apartment,1993,72 years 01 month,625000.0,2020,12,72,27,4280.821917808219
pasir ris,executive,506,pasir ris st 52,10 to 12,145.0,apartment,1993,71 years 10 months,690000.0,2020,12,71,27,4758.620689655172
pasir ris,executive,500,pasir ris st 52,07 to 09,144.0,apartment,1993,72 years 01 month,675000.0,2020,12,72,27,4687.5
pasir ris,executive,584,pasir ris st 53,13 to 15,147.0,apartment,1995,73 years 11 months,760288.0,2020,12,73,25,5172.027210884354
pasir ris,executive,583,pasir ris st 53,04 to 06,146.0,apartment,1995,73 years 11 months,705000.0,2020,12,73,25,4828.767123287671
pasir ris,executive,585,pasir ris st 53,04 to 06,151.0,maisonette,1995,73 years 10 months,775000.0,2020,12,73,25,5132.450331125828
pasir ris,executive,711,pasir ris st 72,10 to 12,146.0,apartment,1996,74 years 07 months,643000.0,2020,12,74,24,4404.109589041096
pasir ris,executive,271,pasir ris st 21,01 to 03,144.0,apartment,1994,72 years 10 months,545000.0,2021,1,72,27,3784.722222222222
pasir ris,executive,270,pasir ris st 21,04 to 06,144.0,apartment,1994,72 years 11 months,558388.0,2021,1,72,27,3877.6944444444443
pasir ris,executive,240,pasir ris st 21,10 to 12,150.0,apartment,1993,71 years 07 months,585000.0,2021,1,71,28,3900.0
pasir ris,executive,457,pasir ris dr 4,01 to 03,142.0,apartment,1992,71 years,585000.0,2021,1,71,29,4119.718309859155
pasir ris,executive,241,pasir ris st 21,10 to 12,146.0,apartment,1993,71 years 06 months,588000.0,2021,1,71,28,4027.3972602739727
pasir ris,executive,203,pasir ris st 21,01 to 03,147.0,apartment,1993,71 years 08 months,605000.0,2021,1,71,28,4115.646258503401
pasir ris,executive,643,pasir ris dr 10,01 to 03,149.0,apartment,1995,73 years 10 months,610000.0,2021,1,73,26,4093.959731543624
pasir ris,executive,650,pasir ris dr 10,04 to 06,146.0,apartment,1995,73 years 09 months,615000.0,2021,1,73,26,4212.328767123287
pasir ris,executive,644,pasir ris dr 10,07 to 09,148.0,apartment,1995,73 years 09 months,620000.0,2021,1,73,26,4189.189189189189
pasir ris,executive,266,pasir ris st 21,01 to 03,146.0,apartment,1994,72 years 10 months,630288.0,2021,1,72,27,4317.041095890411
pasir ris,executive,780,pasir ris st 71,04 to 06,143.0,apartment,1996,74 years 07 months,633000.0,2021,1,74,25,4426.573426573426
pasir ris,executive,128,pasir ris st 11,07 to 09,146.0,maisonette,1988,66 years 11 months,645888.0,2021,1,66,33,4423.890410958904
pasir ris,executive,538,pasir ris st 51,01 to 03,143.0,apartment,1992,71 years,648000.0,2021,1,71,29,4531.468531468531
pasir ris,executive,508,pasir ris st 52,04 to 06,146.0,apartment,1993,71 years 09 months,655000.0,2021,1,71,28,4486.301369863014
pasir ris,executive,457,pasir ris dr 4,10 to 12,146.0,apartment,1992,70 years 11 months,675000.0,2021,1,70,29,4623.287671232877
pasir ris,executive,601,elias rd,10 to 12,149.0,apartment,1995,73 years 03 months,680000.0,2021,1,73,26,4563.758389261745
pasir ris,executive,607,elias rd,04 to 06,149.0,apartment,1995,73 years 06 months,685000.0,2021,1,73,26,4597.315436241611
pasir ris,executive,459,pasir ris dr 4,07 to 09,144.0,apartment,1992,71 years,685000.0,2021,1,71,29,4756.944444444444
pasir ris,executive,712,pasir ris st 72,07 to 09,143.0,apartment,1996,74 years 06 months,685000.0,2021,1,74,25,4790.20979020979
pasir ris,executive,603,elias rd,04 to 06,149.0,maisonette,1995,73 years 04 months,695000.0,2021,1,73,26,4664.4295302013425
pasir ris,executive,101,pasir ris st 12,01 to 03,146.0,maisonette,1988,66 years 10 months,695000.0,2021,1,66,33,4760.273972602739
pasir ris,executive,116,pasir ris st 11,01 to 03,147.0,maisonette,1989,67 years,702888.0,2021,1,67,32,4781.551020408163
pasir ris,executive,606,elias rd,10 to 12,150.0,apartment,1995,73 years 02 months,710000.0,2021,1,73,26,4733.333333333333
pasir ris,executive,548,pasir ris st 51,04 to 06,144.0,apartment,1992,71 years,720000.0,2021,1,71,29,5000.0
pasir ris,executive,243,pasir ris st 21,10 to 12,150.0,apartment,1993,71 years 07 months,758000.0,2021,1,71,28,5053.333333333333
pasir ris,executive,584,pasir ris st 53,07 to 09,146.0,apartment,1995,73 years 10 months,765000.0,2021,1,73,26,5239.726027397261
pasir ris,executive,601,elias rd,13 to 15,154.0,apartment,1995,73 years 03 months,775000.0,2021,1,73,26,5032.467532467533
pasir ris,executive,586,pasir ris st 53,10 to 12,147.0,apartment,1995,73 years 10 months,790000.0,2021,1,73,26,5374.149659863946
pasir ris,executive,418,pasir ris dr 6,10 to 12,149.0,maisonette,1989,67 years 04 months,838000.0,2021,1,67,32,5624.161073825503
pasir ris,executive,245,pasir ris st 21,07 to 09,150.0,apartment,1993,71 years 05 months,555000.0,2021,2,71,28,3700.0
pasir ris,executive,153,pasir ris st 13,01 to 03,146.0,apartment,1995,73 years 01 month,560000.0,2021,2,73,26,3835.6164383561645
pasir ris,executive,223,pasir ris st 21,04 to 06,148.0,apartment,1993,71 years 06 months,560000.0,2021,2,71,28,3783.7837837837837
pasir ris,executive,220,pasir ris st 21,07 to 09,152.0,apartment,1993,71 years 06 months,585000.0,2021,2,71,28,3848.684210526316
pasir ris,executive,223,pasir ris st 21,04 to 06,147.0,apartment,1993,71 years 06 months,590000.0,2021,2,71,28,4013.605442176871
pasir ris,executive,210,pasir ris st 21,07 to 09,147.0,apartment,1993,71 years 07 months,600000.0,2021,2,71,28,4081.6326530612246
pasir ris,executive,205,pasir ris st 21,04 to 06,147.0,apartment,1993,71 years 08 months,610000.0,2021,2,71,28,4149.659863945578
pasir ris,executive,716,pasir ris st 72,04 to 06,143.0,apartment,1996,74 years 04 months,612682.0,2021,2,74,25,4284.48951048951
pasir ris,executive,649,pasir ris dr 10,04 to 06,146.0,apartment,1995,73 years 07 months,615000.0,2021,2,73,26,4212.328767123287
pasir ris,executive,501,pasir ris st 52,01 to 03,146.0,apartment,1993,71 years 11 months,625000.0,2021,2,71,28,4280.821917808219
pasir ris,executive,204,pasir ris st 21,10 to 12,147.0,apartment,1993,71 years 08 months,628000.0,2021,2,71,28,4272.108843537415
pasir ris,executive,463,pasir ris st 41,07 to 09,146.0,apartment,1992,70 years 11 months,628000.0,2021,2,70,29,4301.369863013699
pasir ris,executive,154,pasir ris st 13,07 to 09,144.0,apartment,1995,73 years,640000.0,2021,2,73,26,4444.444444444444
pasir ris,executive,710,pasir ris st 72,07 to 09,148.0,apartment,1996,74 years 05 months,660000.0,2021,2,74,25,4459.459459459459
pasir ris,executive,500,pasir ris st 52,01 to 03,145.0,apartment,1993,71 years 10 months,670000.0,2021,2,71,28,4620.689655172414
pasir ris,executive,507,pasir ris st 52,07 to 09,145.0,apartment,1993,71 years 07 months,670000.0,2021,2,71,28,4620.689655172414
pasir ris,executive,547,pasir ris st 51,01 to 03,149.0,maisonette,1992,70 years 10 months,680000.0,2021,2,70,29,4563.758389261745
pasir ris,executive,422,pasir ris dr 6,07 to 09,145.0,maisonette,1989,67 years 08 months,688000.0,2021,2,67,32,4744.827586206897
pasir ris,executive,129,pasir ris st 11,04 to 06,142.0,apartment,1988,66 years 10 months,688000.0,2021,2,66,33,4845.070422535211
pasir ris,executive,608,elias rd,10 to 12,154.0,apartment,1995,73 years 07 months,700000.0,2021,2,73,26,4545.454545454545
pasir ris,executive,408,pasir ris dr 6,01 to 03,145.0,maisonette,1990,68 years 02 months,705000.0,2021,2,68,31,4862.068965517241
pasir ris,executive,447,pasir ris dr 6,01 to 03,147.0,maisonette,1989,67 years 09 months,715000.0,2021,2,67,32,4863.9455782312925
pasir ris,executive,585,pasir ris st 53,07 to 09,146.0,maisonette,1995,73 years 08 months,750888.0,2021,2,73,26,5143.068493150685
pasir ris,executive,135,pasir ris st 11,01 to 03,147.0,apartment,1994,72 years 08 months,570000.0,2021,3,72,27,3877.5510204081634
pasir ris,executive,466,pasir ris st 41,01 to 03,145.0,apartment,1992,70 years 09 months,588000.0,2021,3,70,29,4055.1724137931033
pasir ris,executive,217,pasir ris st 21,07 to 09,149.0,apartment,1993,71 years 05 months,593000.0,2021,3,71,28,3979.8657718120803
pasir ris,executive,248,pasir ris st 21,04 to 06,150.0,apartment,1993,71 years 05 months,613000.0,2021,3,71,28,4086.6666666666665
pasir ris,executive,120,pasir ris st 11,01 to 03,147.0,maisonette,1988,66 years 04 months,650000.0,2021,3,66,33,4421.768707482993
pasir ris,executive,459,pasir ris dr 4,07 to 09,142.0,apartment,1992,70 years 10 months,662000.0,2021,3,70,29,4661.971830985915
pasir ris,executive,116,pasir ris st 11,01 to 03,147.0,maisonette,1989,66 years 11 months,688888.0,2021,3,66,32,4686.312925170068
pasir ris,executive,780,pasir ris st 71,04 to 06,143.0,apartment,1996,74 years 06 months,702000.0,2021,3,74,25,4909.090909090909
pasir ris,executive,608,elias rd,16 to 18,149.0,apartment,1995,73 years 04 months,710000.0,2021,3,73,26,4765.10067114094
pasir ris,executive,548,pasir ris st 51,10 to 12,144.0,apartment,1992,70 years 09 months,710000.0,2021,3,70,29,4930.555555555556
pasir ris,executive,108,pasir ris st 12,07 to 09,146.0,maisonette,1988,66 years 06 months,715000.0,2021,3,66,33,4897.260273972603
pasir ris,executive,420,pasir ris dr 6,01 to 03,156.0,maisonette,1989,66 years 11 months,747000.0,2021,3,66,32,4788.461538461538
pasir ris,executive,408,pasir ris dr 6,10 to 12,147.0,maisonette,1990,68 years 02 months,750888.0,2021,3,68,31,5108.081632653061
pasir ris,executive,137,pasir ris st 11,04 to 06,149.0,apartment,1994,72 years 01 month,560000.0,2021,4,72,27,3758.3892617449665
pasir ris,executive,251,pasir ris st 21,01 to 03,148.0,apartment,1993,71 years 04 months,580000.0,2021,4,71,28,3918.9189189189187
pasir ris,executive,239,pasir ris st 21,01 to 03,146.0,apartment,1993,71 years 04 months,600000.0,2021,4,71,28,4109.58904109589
pasir ris,executive,135,pasir ris st 11,04 to 06,149.0,apartment,1994,72 years 07 months,635000.0,2021,4,72,27,4261.744966442953
pasir ris,executive,240,pasir ris st 21,10 to 12,150.0,apartment,1993,71 years 04 months,638000.0,2021,4,71,28,4253.333333333333
pasir ris,executive,605,elias rd,01 to 03,150.0,apartment,1995,73 years,650000.0,2021,4,73,26,4333.333333333333
pasir ris,executive,101,pasir ris st 12,04 to 06,146.0,maisonette,1988,66 years 08 months,650000.0,2021,4,66,33,4452.054794520548
pasir ris,executive,778,pasir ris st 71,01 to 03,143.0,apartment,1996,74 years 05 months,650000.0,2021,4,74,25,4545.454545454545
pasir ris,executive,780,pasir ris st 71,01 to 03,144.0,apartment,1996,74 years 05 months,655000.0,2021,4,74,25,4548.611111111111
pasir ris,executive,120,pasir ris st 11,01 to 03,147.0,maisonette,1988,66 years 04 months,660000.0,2021,4,66,33,4489.7959183673465
pasir ris,executive,536,pasir ris dr 1,04 to 06,150.0,apartment,1992,70 years 08 months,690000.0,2021,4,70,29,4600.0
pasir ris,executive,782,pasir ris st 71,13 to 15,143.0,apartment,1996,74 years 05 months,690000.0,2021,4,74,25,4825.174825174825
pasir ris,executive,583,pasir ris st 53,01 to 03,148.0,apartment,1995,73 years 07 months,700000.0,2021,4,73,26,4729.72972972973
pasir ris,executive,101,pasir ris st 12,04 to 06,149.0,maisonette,1988,66 years 07 months,708000.0,2021,4,66,33,4751.677852348993
